,summary,review_id,bank_id,bank_name,user_id,rating,review,date_posted
2494,American Express experience,32390,791,American Express National Bank,48914,4,They had overall pretty nice customer service even though I did not have to use it too many times.They were kind of too sales oriented when it came to selling their products. I just wanted the simplest card so I could get airline miles but it took awhile for them to get me the right card that I wanted. Over all I do enjoy the wide variety of product options that they offer. Not a bad company bank if you want a credit card. Would not recommend them for any other service like investing or saving.,2018-03-17
2495,Bravo American Express Bank,32389,791,American Express National Bank,48913,4,"So I have had about four different banks in the past and I have to say I am most impressed with American Express Bank. I signed up for a savings account with American Express and the lady I opened the account with was very nice and accommodating. One thing I was really happy about was the saving account has a 1.45% APY where as my previous bank only had .20% APY. So I have had the saving account with American Express Bank for about a year now and I have not had any negative experiences with this bank at all. In fact I would say everything has been very positive. I never have any delays in payments, or deposits. Every time I go in to the bank the staff are all very kind and professional looking. Overall I would say this is a very good bank that I would recommend to anyone looking for a top notch bank.",2018-03-17
2496,Better rate for savings account,32378,791,American Express National Bank,48902,4,"I have a high-yield savings account with the American Express bank and this bank has a higher interest rate for your savings compared to other financial institutions that I have a savings account with. It's incredibly easy to transfer money to and from this account and the fact that it can link with existing bank accounts is an added bonus. I do like the fact that I can access my account 24/7 because I sometimes remember silly details or the fact that I need to transfer money so I can pay off a bill at unconventional times. I've never had a problem with missing funds or delays in transfers. I do appreciate the fact that interest is compounded daily, and posted to my account monthly.",2018-03-16
2497,Good savings account,32373,791,American Express National Bank,48897,4,"I have enjoyed my experience banking with american express bank. I have a savings account and it was easy to open. Also it was nice that there was no minimum and no fees. I like the high yield of the savings account too, it seems like I earn a lot of interest. Overall all things considered this is a good bank for starting a savings account that yields interest and avoiding fees.",2018-03-15
2498,American Express Savings is a must Use!,32363,791,American Express National Bank,48867,5,"I was looking for a online bank for a while in 2017 until I came into contact with Amex(American Express) Savings(I had a credit line before finding out about their savings account and other offerings). At first, I was skeptical but after thinking about it for a long time, I took the plunge and tried it out. I was very pleased and still am of how easy it is to use. All that you have to do is connect your bank account to the Amex savings account and you good to go to start saving. Maneuvering around the website takes a bit to get used to but once you do, its very ease to use. A real cool feature is that you can setup automatic dates to deposit into your savings whenever you desire. So if your interested in saving money this account is the way to go especially with the rates beginning to rise so you can save even more money! I also recommend seeing their other products if you want something different.",2018-03-15
2499,American Express' Quality Experience,32354,791,American Express National Bank,48857,4,"Have had several months with American Express bank service and haven't had all too much of a hassle throughout my time. I've had the pleasure to deal with them as a bank with minimal issues and their customer service is excellent for me to experience. I've had no issues with any of my savings nor have I had any bothersome extra fees that may occur in some cases for people in their time at a banking institute. Overall, I'd rate them a solid four out of five because of their superb experience with my only reasoning for taking the point off cause their website design sort of bothers me but that's not all too much of an issue seeing as it's opinionated. I do recommend this bank for anyone starting off with banking that is looking into several options.",2018-03-15
2500,American Express offers a great rate for High-Yield Savings Account,32347,791,American Express National Bank,48850,5,"I personally have a High Yield Savings account with American Express. Their current APY is 1.45% and I find that it is one of the best rates available for an online high-yield savings account. I am able to access the account whenever I need to online and am provided with up to 6 withdrawals per month, if needed. I've never had any problems with their services. I feel like they offer a great product.",2018-03-13
2501,Great Experience,32344,791,American Express National Bank,48847,4,"When I first started my account with American Express Bank, I thought that not having a significant amount of money would make me an insignificant customer. But from the start I have been very pleased with the excellent customer service I have received. The staff has been patient with me and explained anything I have inquired about. The website is very user friendly. I was easily able to get acclimated to it. Having a limit of six transactions allows me to use money without penalty, and I have been very happy with my 1.45% APY. All in all, I am a content customer, and would definitely recommend American Express Bank.",2018-03-13
2502,AmEx Savings Account,32288,791,American Express National Bank,48727,4,"I have a high yielding savings account from AmEx and overall, I am pleased. If I ever need assistance, there call centers are actually great, and everyone is super helpful. The only annoying this is the limitations on deposits in a single day, but that seems unique to my situation. When dealing with the bank, you never feel as though they're trying to cheat you. I've seen solid returns on the account, and am more than pleased with their service.",2018-03-11
2503,They were there when I really needed them.,32112,791,American Express National Bank,48398,4,"I was in need of a certified check to close on a house the next day and I was so worried that the check wasn't going to delivered before i went and signed the papers on the house. I was suppose to close the next week and the realtor called and said can we close tomorrow. That is when panic set in I called the bank and told them my dilemma, the lady was really nice and told me she will send it out for next day delivery. It was kinda of late in the afternoon and I thought the check was not going to make it but it was in my mail box the next day. I was so grateful and I was able to close on the house that afternoon and everything worked out really well.",2018-03-08
2504,Pretty good,32110,791,American Express National Bank,48396,4,"My overall rating is a four due to several factors. Their customer service is typically hit or miss, sometimes I get really helpful staff members but other times I get someone that doesn't seem to know what is going on and doesn't have answers for my questions. Online chat is typically good. I really enjoy their online web/mobile experience, their website has never been down when I needed it and always seems to be up to date. I have not ever had any problems. I'm sure that they are competitive with their products but they don't typically seem to have anything that suits my needs. Their fees seem to be on the high end but I have seen other banks with higher fees.",2018-03-08
2505,Great benefits and customer service,32104,791,American Express National Bank,48391,5,I've used American Express for several years now and am very happy with them. The fees can be a bit high for some things but you get many benefits and the customer service is top notch. This is what they are known for. I have had to call their customer service number on a few occasions and there was never too much of a wait time and the person on the other end was always very friendly and knowledgeable. One of my favorite benefits is that they have their own travel agency and you can use your points to redeem travel. The travel agency also has great customer service and they are very friendly. It is nice to be able to take a vacation and use my points to cover the airfare and hotel costs.,2018-03-07
2506,My experience with American Express,32093,791,American Express National Bank,48378,3,"I had to switch banks when I moved between states since my old bank didn't have any branches in the new location. I ended up opening an account with American Express bank that happened to be in the area based on a recommendation from a friend. I was pretty pleased with the experience, at least compared to my old bank. They had no fees for the type of account I was opening and my old bank did. I was only with them for a year before I moved again, but it was a decent experience and if there were any local branches where I am now I would likely still be with them.",2018-03-06
2507,American Express Personal Savings Account,32081,791,American Express National Bank,48359,5,"A few months ago I was looking around to different banks to open a personal savings account. The fees for a savings account through the bank I currently have a checking account with were too high, so I didn't want to open a savings account with them. I ended up choosing an American Express personal savings account, and have been very happy with the service I've received up to this point. The best thing about an American Express savings account is that there are NO fees and NO minimums. These two things are super important to me because I believe that my money is my own, and if I want to put $10 in one month, and $100 in another month I should be able to do so without worrying about fees and minimums. It also links easily to my current checking account and I can transfer money back and forth as needed. The website has been very user friendly, and I haven't even needed to reach out to customer service with any issues.",2018-03-06
2508,American Express Savings Review,32053,791,American Express National Bank,48331,4,"I've used American Express Savings for a long-time now, as it was set up by my parents and transferred to me. I've had nothing but fantastic experience with their customer service. I don't often dig into my savings, but I often add to it and I have had no issues transferring money in or out (on the rare occasion) with AmEx. I've only talked to their customer service several times (3-4), but each time I talked to a banking rep I was greeted with resounding competence and quick and clear helpful discussion. I highly recommend them as a savings bank.",2018-03-02
2509,American Express Savings - High Interest Rate with No Minimum Deposit,32050,791,American Express National Bank,48328,5,"The American Express High Yield Savings Account offers one of the highest interest rates among online-only banks. I was a long time Capital One 360 customer, until I found that American Express offers a higher rate, with no minimum. I was able to set up my account pretty quickly and link it to another checking account. From there, I was able to transfer money whenever I wanted. It's very straightforward, and the interest rate makes it worthwhile.",2018-03-02
2510,My Savings Account,32029,791,American Express National Bank,48306,3,"I started a savings account to help me save for future vacations. I picked American Express. I have really nothing bad to say about them. It was always easy to deposit money for the most part. Never had any issues accept some short delays here and there. Anytime there was some kind of issue, it was always pretty easy to talk to someone. There were not many issues at all but when there was it was taken care of. I ended up leaving the bank because I just didn't think it was really necessary for me anymore. It had nothing to do with them. I would recommend this bank for anyone starting up a savings account. It maybe inst the best out there but if your looking for something that is trouble free, then there you go!",2018-02-27
2511,Serve is Great for Direct Deposit,32008,791,American Express National Bank,48281,4,"American Express Bank is a great online banking option...if you have a monthly direct deposit. If you do, the $4.95/month fee is waived. If not, that is quite a high fee, in my opinion. It has been easy to find in-network, fee-free atm's. The website and app experience is great. Very easy, very secure. I like that you can create subaccounts for different expenses or savings goals.",2018-02-24
2512,Quality Customer Service,31996,791,American Express National Bank,48268,4,"I've never had any kind of problem with American Express banking. Their website works really well for me. However, once I was locked out of my account because I had put in the incorrect password multiple times, but when I called, they were able to help me really fast and did it with a really good attitude. Anytime I needed to call someone, they have been very considerate to me and what I need. I've had a more positive experience with them than I have with any other bank I've used.",2018-02-23
2513,A good bank to bank with,31993,791,American Express National Bank,48265,4,"With an online banking experience and digital tools that are top-notch, American Express Bank shines in this category. The mobile app lets you deposit checks, pay bills, transfer money, and monitor activity and balances in deposit and credit card accounts. Users of the Android and iOS versions give the app high marks, rating it 4.3 and 5 stars (out of 5), respectively.<br/>Customer service hours are convenient. You can get a real human on the phone late into the evening (11 p.m. Eastern) on weekdays and until 8 p.m. on weekends. The bank also provides chat support and answers questions on Twitter via direct messaging.",2018-02-22
2514,EXTREMELY Satisfied,31977,791,American Express National Bank,48249,5,"During my time using American Express Bank I have been EXTREMELY satisfied. Online banking is easy to understand and reliable. When and if I have an issue, I can always call their customer service number. The customer service agents are competent, polite, and genuinely seem as though they care. It has been apparent to me that customer service is of great importance to this institution. The best thing is that it is linked to my credit cards and check cards. This is extremely convienent as I can handle all of my needed processes with one agent on the phone, or with the click of a button online. I truthfully cannot say enough positive things about this bank and feel everyone should use their services. I don't see myself changing banks any time soon!",2018-02-21
2515,American Express Bank,31763,791,American Express National Bank,47829,4,"I was with this bank for a decent amount of time. I originally signed up as a young child and just recently switched banks. I really never had any complaints about them. They were always helpful and took time to answer all of my questions. I was very happy when they started to provide access to online banking. That was a huge plus in my eyes. I recently changed banks merely to have easier access to my money. I am much more satisfied with my bank now, merely because there are many more of them and I can drive down the street to deposit or withdrawal money. I would consider switching back to this bank if they offered some kind of promotional. It is just hard to beat accessibility.",2018-02-15
2516,Love American Express,31891,791,American Express National Bank,48092,4,Love American Express' online banking--it's so easy to use and very transparent. Their rates are also phenomenal!,2018-02-12
2517,Great American Express Savings Account!,31736,791,American Express National Bank,47802,5,"American Express is well known for their credit cards, but their best product is their savings account. They offer the highest APR I could find and there are no minimum balance requirements. Thankfully I never had to use their customer service, but after using the credit card customer service I am confident their team would be great as well. I did work with American Express to transfer my money from my old savings account company to open my new account, and they were great. The American Express website is really easy to use and works well on my Iphone as well. It is especially easy to transfer money between your American Express accounts and to pull up your monthly statements in PDF form. I'm looking forward to making lots of money in this new savings account!",2018-02-12
2518,American Express High Yield Savings,31703,791,American Express National Bank,47731,5,I have a High Yield Savings account with American Express. This is an online only account with no in-person bank you can go to and talk with someone. I found that it was very easy to setup an account. I use this account to build on my savings at a higher rate than your average savings account. Using them has been a great experience.,2018-02-10
2519,Great bank,31687,791,American Express National Bank,47713,3,"I've had a great experience banking with American Express so far. I have a savings account with American Express and also a checking account with American Express Serve. I had some unknown charges on my account and after contacting customer service about it, it was cleared up immediately. They removed the charges with no problem. The only cons to banking with American Express is that I have a monthly checking account fee (which is reasonable, but other banks offer free checking.) and that I've had several encounters with stores that do not take american express, I wish American Express would try harder to get their cards accepted everywhere.",2018-02-09
2520,Great Customer Service,31492,791,American Express National Bank,47591,4,"When I was researching different banks, I found American Express to offer a lot of what I wanted. It was secure and had name recognition, so I didn't have to worry if my money was going to be safe in the bank or not. I also liked the associated fees, which I found to be less than the other banks I was looking at. The biggest thing that really attracted me to them even more was their superior customer service. One day, I had misplaced my wallet, and someone had use my debit card and money was taken out of my account. I called them up, and they were quick to reverse that transaction and deposit the money back in my account within 24 hours. It was amazing! I didn't have to jump through multiple hoops to have this fraud detected.",2018-02-05
2521,Great Savings Rate,31799,791,American Express National Bank,46530,5,I love this savings account. Great interest rate. Great Customer Service. Easy to transfer to my checking if needed. Great mobile app.,2018-02-05
2522,Join American Express,31477,791,American Express National Bank,47576,4,"I love American Express Bank because they offer great interest rates for saving. Even thought this bank is only online, they have great customer service. You can call them and it directed to the customer service very quickly. They also have a phone app which you can use to keep track of your checking and saving balance. However, I did have a few unhappy experience in transferring money to my another bank account. I called them and answered all the questions but they said wrong information which pissed me off. And then after another person picked up the phone and asked the exact same questions, and he just verified me! I was very unhappy about that.",2018-02-04
2523,Fantastic Savings Account with American Express.,31344,791,American Express National Bank,47342,5,"American Express or AMEX is always known for their credit cards and their commercial but unfortunately, people don't know about how great their savings account is. In my opinion on of the best in the world, they offer a great percentage rate that easily competes with other online banks. But to me the best thing about AMEX is their customer service. You can withdraw your money from your savings an it will be in your account in no less than 2 days. Talk about fast! Also their website is very easy to navigate. Very hard to get lost. Everything is precise and concise. Also you can connect your saving's with your credit account so you can easily move between the two. I highly recommend getting a saving's account with American Express. Their ease of use is a high point plus your money is making more money and its in safe hands with one of the best banks in the world. You won't regret this decision especially with the rates going up as well, you will be saving more money and with ease!",2018-01-24
2524,Amercian Express comes thru as needed,31311,791,American Express National Bank,47302,4,"I was once of customer of American Express, so when I seen they had a checking account to sign up for, I did not hesitant. I express right where I needed to be.They provided great services and showed they expanded beyond the credit card company only stigma. I love the band and all the perks the website order. I think I will be with them for a while.",2018-01-21
2525,Saving money,31089,791,American Express National Bank,46744,4,I opened an online savings account with American Express Bank. They have very good interest rates. And it was very easy to do. It is also very easy to transfer money from one account to another. I would say that I like the interest rate better than anything though.,2018-01-16
2526,Best Banks For Savings Products,31069,791,American Express National Bank,46723,5,"I was first turned on to American Express Bank 3 years ago by a friend who's been a long time customer. He recommended I give American Express Bank (AEB) a try when I mentioned I was looking for savings products and CDs. I've not been disappointed. AEB's CD rates are competitive and the fees associated with the accounts have been great. It's an online only bank, which means you don't have all the fees associated with going into a branch location. They have an app that makes tracking your savings balances and accounts simple, and straightforward. I don't have to guess what my current growth rate is or go through a litany of menu options when I want information on a particular account, or to check rates on new offerings. I also enjoy the fact that I can easily link my accounts at other institutions to my AEB savings to allow for easy transfers and withdrawals.",2018-01-14
2527,Nothing to Write Home About,31044,791,American Express National Bank,46694,3,"I chose to open an account with American Express after having a poor experience with another company. I was drawn in to the high APY rate and supposed ease of use. The reason why I say that there was nothing to write home about is exactly that. It is an okay bank, but honestly the features seem no different than any other institution. The app frequently freezes and logs me out. The ""fast"" transfer rate is the same as their competitors. I called the bank to see if any other features could be applied to my account because of my solid FICO, but there was nothing else the woman could do. She also seemed very new to the subject of banking as she was not able to provide any additional information that I did not already know going into the call.",2018-01-12
2528,Great online bank,31035,791,American Express National Bank,46685,4,"I've banked with American Express Bank for several years but you wouldn't know it because I rarely use my corresponding American Express debit card because it isn't widely accepted. For me, I use it as a backup checking account and as such it's rarely needed. But in terms of my experience with the bank, it's been incredible! I have several accounts with them and my online experience with them has been great. Each card/account has very unique features such as an innovative savings system and the ability to transfer money to my account a variety of different ways. And unlike the vast majority of similar offers, the customer service is available 24/7 and you receive help from American, English-speaking representatives. Also, my main AMEX account doesn't have any fees so that's a big plus. I even think their debit cards are very attractive. Due to the fact that AMEX isn't widely accepted as Visa or Mastercard, I rarely use all of these cool features but I always enjoy them when I get the chance.",2018-01-11
2529,Excellent Savings,31020,791,American Express National Bank,46670,5,"I signed up for a high yield savings account a few years ago and I am not disappointed at all. American Express offers one of the highest interest rates and percentages than any other bank I've seen or currently have accounts with. I believe right now the APY and APR are both over 1%. I can take out money from the account very easily and transfer it to my personal bank account when I need to pay off bills or loans. There is a 6 transfer limit per month, but if you think about it, that's a lot of transfers per month anyway. Transferring money from my personal account to my savings account is also really easy - a few clicks and the money is transferred. There are weekends and holidays that they don't transfer so you have to wait til the next business day, but that's not unusual for banks.",2018-01-09
2530,Happy Customer,31012,791,American Express National Bank,46662,4,"I have three accounts with American Express. I have a checking account, a savings account, and a collection of CD's. I switched to this bank 3 years ago. I switched mainly to take advantage of the CD rates. I have found that American Express offers wonderful customer service when compared to other major banks I have utilized. Speaking with an employee is always easy and effortless. She. I was shopping for CD's, the American Express employee actually showed me the rates of return for other institutions. I loved that they were so open with h their information and have been extremely happy since making them my primary bank.",2018-01-09
2531,American Express Bank,31011,791,American Express National Bank,46661,3,I decided to bank with American Express after being familiar with their brand. The interest rate I receive is good but not the best. It is a little difficult to get access to my money quickly. A usually brick and mortar bank would allow for quicker movement and transferring. Whenever I call a customer service representative they are very friendly and try to be helpful but sometimes when I need my money to be moved I want it to be done quicker than they can do or are willing to do. That is the biggest pain point for me the fact that everything is digital or connected through a telephone verse being located around me creates a level of problem that I'm annoyed by but willing to give up some of it because of the fact the interest rate is slightly higher than I usually get.,2018-01-09
2532,American Express,30977,791,American Express National Bank,46613,4,"I have had an open account with American Express since January of last year. So far I have had a great experience with them, not any problems with the actual Banking institution however, at the start of my account I was charged an additional banking fee. It upset me to be charged an additional fee amount however I was able to easily contact them and they were able to fix it almost immediately. American Express is one of the leading financial institutions in America and they work well with their customers and clients to ensure they can suit our needs in the correct manner. It's been almost a year since I first created my account and I plan on continuing my account with them.",2018-01-05
2533,One of the highest APY around,30972,791,American Express National Bank,46606,5,"I opened up a savings account with American Express Bank two years ago. I was frustrated with the APY I was receiving from my brick and mortar bank. However this internet only bank has consistently had the best APY percentage I have found. When I request the savings account funds to be transferred to an another institutions checking account, it does take 2 business days on average. Their customer service department has also been friendly and eager to help when I have called.",2018-01-04
2534,Best Bank I've ever used,30936,791,American Express National Bank,46476,5,"Their website is user friendly and whenever I had any issues with my account they resolved it quickly and to my great satisfaction. They went out of their way to help me, even giving me a credit twice to make sure I was a satisfied customer. I love their mobile app too. It is very user friendly, very quick and easy to use. Their fees are very low. I honestly have not had any reasons to complain about the quality of their services in the four years I have banked with them. Deposits go in quickly and I have never had any issues with missing funds or late deposits to my savings account. I once had an issue where a retailer charged me more than they were supposed to. I contacted the bank and they immediately reversed the charges without giving me a hard time which to me is ideal service quality. The person I spoke to was friendly and polite and really listened to me. It shows a dedicated level of attention I did not get with my other bank which is why I am a loyal customer since. Also, it was very easy to set up my account with them. Honestly the best institution I have banked with so far. I love American Express Bank.",2018-01-02
2535,AMEX Savings Account,30931,791,American Express National Bank,46471,5,"What an absolute incredible experience it is to use the American Express savings account. I was introduced to this platform and account due to having an active credit card account initially. However, once I did my research I knew I needed to continue to use their services.<br/> <br/>First off, this product is a high interest savings account, which are becoming rare and hard to find at the national level. I am currently earning 1.35% APY on my balance - which is unmatched except for very few institutions. I am able to easily transfer money across platforms with great ease, which is awesome. My deposits are incurred automatically through my work and main banking institution, and I am able to see my funds immediately.<br/> <br/>I would recommend this service to anyone. Whether you are saving for a large purchase, stashing away a rainy day fund, or using this to build an emergency fund - this service is top notch. Also, the return on investment is very competitive and better than any other bank you will find. I highly recommend.",2018-01-01
2536,Outstanding Bank For Primary Savings,31129,791,American Express National Bank,10957,5,"American Express is an excellent, trustworthy bank to which one can confidently entrust their family savings. First, not only is their current interest rate (1.35) excellent--what is more important is that AMEX keeps their rates consistently high; their high yield savings account has not been below .90 in approximately four years. Second, they have very good and professional phone support; there are no account minimums to maintain in order to avoid fees; fourth, one of their best benefits is no ACH limits (many banks have a 5k daily limit for ACH transfers). Finally, their website is easy to use and functional.",2017-12-29
2537,More Bank For Your Buck,30902,791,American Express National Bank,46442,4,"I'm only a recent American Express Bank customer. Before I was a customer, I never really even considered using them for banking, mostly because I just associated them so much with the American Express credit card, but when I was looking for a new bank, there they were, standing out in several ads online so I decided to give them a shot and I'm happy that I did. I couldn't have asked for more from a bank; my money is safe and every time I've had a question for customer service they've been very helpful and extremely polite and have tried to make sure that my questions were answered in a timely manner as well as a satisfactory manner. The initial question that I had was how long will it take for me to get my permanent debit card? Their reply was 7 business days but I actually got it in 4 days so they were very quick. They really do care about their customers and if I'd known they were a bank with such character and so safe, I would have started using them as my bank long ago.",2017-12-28
2538,American Express not so great,30895,791,American Express National Bank,46434,2,My experience with this bank is as follows. American Express was in my opinion just an average bank. Nothing special about it. No good reward plans with checking/savings account. Also overdraft fees are way too much. They lost my business after I got buried in overdraft fees and they wouldn't work with me. Also I had a hard time getting businesses to accept my American Express card. Some small businesses I went to didn't take American Express at all. I was with that bank for about 2 years until I finally had enough and stopped using them. I believe I still owe them about $100.00 and it has negatively effected my credit. There are times I wished I never had opened an account with American Express.,2017-12-27
2539,Amex bank - savings,30890,791,American Express National Bank,46429,5,"I opened a savings account with American Express about 6 months ago. I opened it because I had opened a credit card through them and saw an advertisement about their savings accounts. I didn't make an initial deposit until about 2 weeks later which was nice, usually banks require one. The interest rate they offer is higher than my bank, and the fact that they don't sent you a linked card or checks for this account make it much easier for me to save. That and the fact that it is separate from my bank account makes it simple for me, deposit a set amount directly out of my paycheck and forget about it. I check on it every once in a while to ensure all is ok but other than that, its just there collecting. I have only had to speak with customer service one time and that was a pleasant experience, the woman helped my change my address in a matter of minutes. no complaints",2017-12-26
2540,Great for the modern American,30883,791,American Express National Bank,46422,4,"I have only had 2 problems in the past since I began using this bank where I needed to contact customer service. Both experiences were really pleasant and not expected from my previous experiences with banks, because I have had some that are very hard to nail down a person to help me out. The issues I experienced were minor snags with being locked out of my account once and a mobile deposit not going through. I got both solutions fixed quickly. It feels very modern and up to date with technology and the changing lifestyle of Americans. The online banking is perfect for me with my schedule and I haven't ran into any problems with it. And, the online part is especially helpful for me because I don't prefer branches and my lifestyle fits perfectly with this bank's services.",2017-12-26
2541,Great Experiences with American Express Checking,30875,791,American Express National Bank,46414,3,I opened an account with American Express Banking about a year ago and it was a great decision. We love banking with them! The only downside is the customer service. They're either extremely hard to get a hold of or else not helpful at all. I needed to get in touch regarding an transaction on our account and the wait time was insane. Something like 3 hours. I have two year old twins and I cannot sit on hold for 3 hours to get an answer to a simple question! My house would be destroyed. Other then that though we have had great success with them. We can use the card wherever we go and if we have to use an atm the fees are extremely reasonable. I would recommend to anyone looking for a new bank!,2017-12-24
2542,American Express Bank Experience,30863,791,American Express National Bank,46402,4,"I have had a good experience so far working with American Express Bank. Their customer service is exceptional, whenever I encounter a problem one of their customer service representatives takes very good care of the situation. I appreciate the fact that they have no monthly fees or minimums and their online banking app is very convenient and easy to use. I currently have a savings account with them and I enjoy that they have one of the higher APYs among st banks and I have even been considering looking into opening a CD with them due to their exceptional service.",2017-12-23
2543,Banking with AmEx,30749,791,American Express National Bank,46087,5,This is a good online bank if that is what you are looking for. This bank meets my needs and I like that there is a mobile app. I can have all of the information I need in the palm of my hand. Since this is the easiest way for me to bank I chose American Express Bank for my banking needs. I have not been charged any fees and I fall within the requirements to avoid them. I have done branch banking with other banks but this seems like a good fit for me personally right now. I have never had to contact customer service except for one occasion and the service was acceptable to me. I definitely like the web and app banking features and think they are easy to use.,2017-12-13
2544,Excellent,30649,791,American Express National Bank,45712,5,"I have been using American Express Bank for several years now. They are an online-only bank but I like that. I wasn't going into my bank branch and mainly used online banking as my way to bank, so it made sense to switch to an online bank and earn more interest. American Express Bank offered that. Their online banking platform works well and I've never really had any issues with it. The mobile app is convenient and easy to use as well. I keep my savings in the account and will switch money to my local checking account as needed. Their fees are usual. Overall, I recommend using them if you don't need a branch.",2017-12-09
2545,Great Online Savings Account,30645,791,American Express National Bank,45708,5,"I have used American Express Bank for my savings account for several years now. They have a fantastic APY that is much higher than both my local bank and my local credit unions. I also think they have a great mobile app. It has finger print login on my android phone which not every bank uses yet. I have had to deal with their customer service a few times and they have been great every time. They are knowledgeable, the waits are never long, and they have never failed to help me. Which is extremely important since there is no physical branch that I can walk into. Your deposits are FDIC insured just like any other bank so there is no real risk. Overall, I would high recommend them for your savings or a CD. You cannot go wrong.",2017-12-08
2546,My experience with American Express Bank,30605,791,American Express National Bank,45668,4,"I'm gonna close my account if things have not changed. I can't even link my Amex card. My account has been frozen three times. I'm having trouble understanding why I have to send in my social, identifications, and check subs so frequently. I just wanted to gain some interest by opening a savings account. It turns out with my savings American Express bank has not been honest in many ways, but it's enough for me to give up on them yet. I have not gained any interest on my loans, which makes no sense to me. I have 4 grand in my account as of this morning, I have only gained 40 cents from interest. It's very disappointing to say the least.<br/> <br/>Their customer service is decent, It would be nice to speak to someone from the states instead of Philippians, or India. I have to constantly prove who i am by sending in items, i'm not comfortable with continually sending in documents which could lead to identity theft.",2017-12-03
2547,My Experience with American Express Serve.,30569,791,American Express National Bank,45630,4,"I would have to say that my experience with American Express serve was a great experience and was my online banking for over 3 years. What I loved about this is that I had an app that I could just login to and see what my account balance was and also what my transactions were. I loved the feature of the bank that I could reload at any Wal mart and it would be on my card within seconds. This made it easy for when I had paper checks and couldn't get them deposited in the bank. My bank also allowed me to have direct deposit so I was able to have all features of a local bank but all of it was done online. The customer service end of my online bank was amazing. They never gave hard time and really were on top of things. I only had a checking account with them so I could actually take a picture of my checks and things and have it deposited like that. The only thing I didn't like is that when I lost my card I had to have another one issued. This caused me not to be able to access my money for almost 2 weeks, because I couldn't just go inside bank and release money as the banking was online.",2017-11-29
2548,American Express Bank is fantastic,30556,791,American Express National Bank,45617,4,"American Express may very well have the best online savings account one can open. With interest rates nearing 1%, and no fees, it's a no-brainer. Pair this with American Express's legendary customer service, and you have a winning combination. The website is easy to navigate, and allows for up to six transfers from your saving account each month, before a fee is imposed. It is impressive to watch a savings account make more interest in one month than any of my others make in one year.",2017-11-28
2549,American Express has the highest paying Savings and their Transfers are really fast,30519,791,American Express National Bank,45449,5,"I use this checking and savings account with American express because it is quick fo me to acces my money when transferring from one account to another. In most cases, i can send a transfer from the my online payments one Monday, and as ong as it is processed by 2 pm, the it is in my account by the time i wake up in the morning on Tuesday. On top of that, the savings account payments are more than 1%, with all other banks paying about .2%, so even though i d ont have alot in savings right now, it still gets a few dollars each month, and as i save more money, i feel better about depositing it into this account because i know that American Express cares about their customers so they give more back to us.",2017-11-27
2550,Personal Savings with American Express,30482,791,American Express National Bank,45412,4,"I've been a member of this bank for a few years now. I haven't had any problems where I'd need to contact customer service so I can't speak to that. The biggest reason I chose to go with this bank was because of their APY for savings. I have a high yield savings account and the return is fantastic. The website is awesome, I think the best option would be tagging. I love that I can tag transactions to keep notes on specific deposits or withdraws.",2017-11-23
2551,"Great bank for savings, but found better interest rate elsewhere",30424,791,American Express National Bank,45282,5,"I had a savings account with American Express for several years, until I eventually found a higher interest rate elsewhere. Still, during my experience with them, it has been excellent. Online transfers to and from the bank were very easy and quick, and my deposit would often go in the next business day. For someone like me, who watches their budget very tightly, it helps to know how much I will have pending in my savings account. At the time, the interest rates were competitive, and I've never had an issue with them either losing my money or not depositing the interest on time. Customer service was great, as well. No complaints, and would bank with them again (especially because I also hold a credit card from them) in the future, if their HYSA interest rates catch up.",2017-11-20
2552,Great Place for a Savings Account,30323,791,American Express National Bank,44980,5,"AMEX has a great savings account program. Their interest rates are the highest around for savings. When I was shopping around, it was definitely the highest rate that I could find. When I was enrolling in their program, I had to call customer service since I had some questions. They were very informative and helpful during this process. I continue to earn high interest. When I need to transfer money out of my savings, I usually get the money in my checking account the next day. The site says 3-5 business days, but it has never taken more than 2 days to receive the money. I have been very satisfied with this bank. The website is convenient and has never been down when I have needed it. I would highly recommend this bank.",2017-11-13
